# Time-averaged data for fix 4
# TimeStep v_sigma_xx v_sigma_yy v_sigma_zz v_f_tether
209000 -0.00117986 0.00117986 0.016278 21.989
210000 -0.0063556 0.0063556 0.0558697 75.4714
211000 -0.0256943 0.0256943 0.0190282 25.7041
212000 -0.0023001 0.0023001 -0.0150638 -20.3489
213000 -0.0257648 0.0257648 -0.00197967 -2.67423
214000 -0.0137666 0.0137666 -0.0532434 -71.9237
215000 -0.0117914 0.0117914 -0.0113968 -15.3953
216000 -0.0248534 0.0248534 0.0028627 3.86707
217000 0.0173924 -0.0173924 -0.0125902 -17.0075
218000 0.0202304 -0.0202304 0.0218932 29.5744
219000 -0.00727397 0.00727397 -0.0380129 -51.3496
220000 0.0348697 -0.0348697 -0.0940513 -127.049
221000 0.00634794 -0.00634794 0.0110645 14.9464
222000 0.0123371 -0.0123371 -0.0317016 -42.824
223000 -0.0285379 0.0285379 0.0779826 105.343
224000 -0.0372997 0.0372997 -0.0953048 -128.742
225000 0.0029329 -0.0029329 0.0159789 21.585
226000 -0.0134538 0.0134538 -0.00794115 -10.7273
227000 0.00630377 -0.00630377 0.0106292 14.3584
228000 -0.0249003 0.0249003 -0.0370355 -50.0293
229000 -0.0066897 0.0066897 0.0270322 36.5164
230000 -0.0218482 0.0218482 -0.0170346 -23.0112
231000 0.0328582 -0.0328582 0.024552 33.166
232000 0.0385962 -0.0385962 0.015562 21.0219
233000 0.000667025 -0.000667025 0.0719809 97.2352
234000 0.022427 -0.022427 0.0707795 95.6123
235000 -0.010035 0.010035 0.016693 22.5497
236000 -0.0120879 0.0120879 0.0491353 66.3743
237000 -0.00450996 0.00450996 0.00188016 2.53981
238000 -0.0180565 0.0180565 -0.0436026 -58.9004
239000 0.00118864 -0.00118864 0.00727727 9.83047
240000 0.0414749 -0.0414749 0.0497025 67.1405
241000 0.00840977 -0.00840977 0.0286248 38.6677
242000 -0.0366862 0.0366862 0.0025614 3.46006
243000 -0.00862953 0.00862953 -0.0375264 -50.6924
244000 0.000208885 -0.000208885 0.0427095 57.694
245000 -0.00975541 0.00975541 -0.0155467 -21.0012
246000 -0.0423471 0.0423471 0.023077 31.1735
247000 -0.0156272 0.0156272 0.0428941 57.9434
248000 -0.0347376 0.0347376 -0.0257708 -34.8124
249000 -0.0414452 0.0414452 -0.00629544 -8.50417
250000 -0.0156155 0.0156155 0.0080261 10.842
251000 0.00297694 -0.00297694 -0.0190441 -25.7257
252000 0.0135364 -0.0135364 0.00708851 9.57549
253000 -0.00436988 0.00436988 0.0412785 55.7609
254000 -0.00477217 0.00477217 -0.0136984 -18.5044
255000 -0.0299533 0.0299533 0.0665652 89.9193
256000 0.0116602 -0.0116602 -0.0212477 -28.7023
257000 0.019328 -0.019328 -0.021758 -29.3917
258000 0.0390128 -0.0390128 -0.0394365 -53.2727
259000 0.00303433 -0.00303433 0.0530231 71.6261
260000 -0.00472491 0.00472491 -0.0118089 -15.9521
261000 -0.0276691 0.0276691 0.0210338 28.4134
262000 -0.0212358 0.0212358 0.00882997 11.9279
263000 0.00733616 -0.00733616 0.0468801 63.3279
264000 -0.00615645 0.00615645 -0.0139182 -18.8013
265000 0.00394156 -0.00394156 0.0283875 38.3472
266000 0.00921193 -0.00921193 -0.0282169 -38.1168
267000 -0.00275486 0.00275486 0.0116013 15.6715
268000 -0.013088 0.013088 -0.019769 -26.7049
269000 0.0203234 -0.0203234 -0.0211552 -28.5775
270000 0.0110094 -0.0110094 0.0591795 79.9424
271000 -0.0230454 0.0230454 0.0452989 61.1919
272000 0.0012627 -0.0012627 -0.00103452 -1.39748
273000 0.00317523 -0.00317523 -0.0681576 -92.0705
274000 -0.00598061 0.00598061 0.0809189 109.309
275000 0.0241842 -0.0241842 0.0614952 83.0706
276000 0.0169206 -0.0169206 0.0301429 40.7184
277000 -0.00990401 0.00990401 0.110136 148.777
278000 -0.0148612 0.0148612 0.00416284 5.62336
279000 -0.0324522 0.0324522 0.0418709 56.5612
280000 0.00287934 -0.00287934 0.00311557 4.20865
281000 -0.0160256 0.0160256 0.0429368 58.0011
282000 -0.0170014 0.0170014 0.0260726 35.2201
283000 -0.0358844 0.0358844 0.0541626 73.1654
284000 0.00887761 -0.00887761 0.00182899 2.47069
285000 -0.0199737 0.0199737 0.0230428 31.1273
286000 0.0154 -0.0154 0.0426833 57.6586
287000 -0.0165392 0.0165392 0.0513368 69.3481
288000 0.00669938 -0.00669938 -0.0475741 -64.2653
289000 -0.0625613 0.0625613 0.00497267 6.71731
290000 -0.00582736 0.00582736 0.022562 30.4778
291000 -0.000138254 0.000138254 -0.0133657 -18.055
292000 -0.0237365 0.0237365 -0.00121438 -1.64044
293000 0.0321323 -0.0321323 -0.0174081 -23.5156
294000 -0.0144383 0.0144383 -0.0164927 -22.2791
295000 -0.0187311 0.0187311 0.0169633 22.9148
296000 0.033846 -0.033846 0.0221097 29.8668
297000 -0.0331552 0.0331552 0.0117932 15.9308
298000 0.0025403 -0.0025403 0.0118175 15.9636
299000 -0.0368356 0.0368356 -0.0312486 -42.2121
300000 0.00834357 -0.00834357 0.059357 80.1822
301000 0.00954421 -0.00954421 0.0442706 59.8029
302000 0.0383186 -0.0383186 0.0548546 74.1002
303000 0.0150252 -0.0150252 0.0293365 39.6292
304000 -0.0116182 0.0116182 -0.00709838 -9.58882
305000 0.0212633 -0.0212633 0.0506197 68.3794
306000 -0.00567988 0.00567988 0.0914738 123.567
307000 0.020433 -0.020433 -0.0433338 -58.5373
308000 -0.010992 0.010992 -0.0414796 -56.0326
309000 -0.0233228 0.0233228 -0.00681545 -9.20663
310000 0.0164932 -0.0164932 0.0372178 50.2755
311000 -0.0451292 0.0451292 0.0155478 21.0027
312000 0.0092461 -0.0092461 0.00879555 11.8814
313000 -0.0484229 0.0484229 0.0612613 82.7546
314000 -0.0268227 0.0268227 0.011215 15.1497
315000 0.0223552 -0.0223552 -0.0280547 -37.8976
316000 -0.024029 0.024029 0.0531763 71.8331
317000 -0.0152491 0.0152491 -0.00915092 -12.3615
318000 -0.0409503 0.0409503 0.0106063 14.3274
319000 0.00154278 -0.00154278 -0.00331853 -4.48282
320000 0.0370344 -0.0370344 -0.0304947 -41.1937
321000 -0.0227824 0.0227824 0.00738246 9.97258
322000 0.0407906 -0.0407906 -0.00907005 -12.2523
323000 -0.00963799 0.00963799 -0.00793051 -10.7129
324000 0.00470103 -0.00470103 0.00999282 13.4988
325000 0.0383502 -0.0383502 0.0505634 68.3034
326000 -0.018752 0.018752 0.0183181 24.745
327000 0.035708 -0.035708 0.0591409 79.8903
328000 0.0189715 -0.0189715 0.00519243 7.01418
329000 0.012866 -0.012866 0.000166956 0.225531
330000 0.00839244 -0.00839244 0.044335 59.8898
331000 -0.0202791 0.0202791 -0.0193348 -26.1184
332000 -0.00672337 0.00672337 -0.0364402 -49.2251
333000 -0.0112129 0.0112129 0.0332529 44.9195
334000 -0.00326193 0.00326193 0.033788 45.6424
335000 0.0219197 -0.0219197 0.0289037 39.0444
336000 -0.00584411 0.00584411 -0.0265202 -35.8247
337000 0.0173308 -0.0173308 -0.0570328 -77.0425
338000 -0.000889273 0.000889273 -0.0178526 -24.1161
339000 -0.00132447 0.00132447 0.0695417 93.9402
340000 -0.0139839 0.0139839 0.0230783 31.1752
341000 0.0306843 -0.0306843 0.0225742 30.4943
342000 -0.0308139 0.0308139 0.0318825 43.0684
343000 0.0171634 -0.0171634 0.0293104 39.5938
344000 0.0146566 -0.0146566 0.000765357 1.03388
345000 0.00208568 -0.00208568 0.0349396 47.1981
346000 -0.00542966 0.00542966 0.070345 95.0253
347000 0.054819 -0.054819 -0.0127972 -17.287
348000 -0.0180455 0.0180455 0.0544331 73.5307
349000 0.013806 -0.013806 -0.0556134 -75.1252
350000 -0.041876 0.041876 0.0351075 47.4249
351000 0.0376604 -0.0376604 0.0573551 77.4779
352000 -0.0129546 0.0129546 -0.0179228 -24.2109
353000 -0.0485558 0.0485558 0.0660859 89.2719
354000 -0.0418464 0.0418464 -0.0350689 -47.3727
355000 -0.0156775 0.0156775 -0.0207009 -27.9637
356000 -0.0393848 0.0393848 0.0121656 16.4339
357000 0.00953756 -0.00953756 -0.0336577 -45.4664
358000 0.0311955 -0.0311955 0.0209916 28.3564
359000 0.0254019 -0.0254019 -0.0493718 -66.6938
360000 0.0064514 -0.0064514 0.0342706 46.2944
361000 0.0324496 -0.0324496 0.0494127 66.749
362000 0.0291418 -0.0291418 0.0369499 49.9136
363000 0.0117871 -0.0117871 -0.0181173 -24.4736
364000 0.0206802 -0.0206802 -0.12992 -175.503
365000 -0.00638406 0.00638406 -0.027195 -36.7362
366000 0.00816768 -0.00816768 -0.00138654 -1.873
367000 -0.0270164 0.0270164 -0.0312272 -42.1831
368000 0.0179841 -0.0179841 -0.0218526 -29.5195
369000 -0.00344835 0.00344835 -0.00516474 -6.97677
370000 -0.00670049 0.00670049 -0.0308112 -41.6212
371000 0.00225232 -0.00225232 -0.0254443 -34.3714
372000 -0.0442943 0.0442943 -0.0392647 -53.0406
373000 -0.0048515 0.0048515 -0.0238395 -32.2035
374000 0.00447591 -0.00447591 -0.00186384 -2.51777
375000 -0.0163929 0.0163929 -0.057509 -77.6859
376000 -0.00409642 0.00409642 -0.0186189 -25.1512
377000 -0.0162267 0.0162267 0.0289044 39.0454
378000 0.0668811 -0.0668811 0.00613593 8.28869
379000 0.0207823 -0.0207823 0.0106708 14.4146
380000 0.0395083 -0.0395083 -0.080046 -108.13
381000 0.0276227 -0.0276227 -0.0325667 -43.9927
382000 -0.00873984 0.00873984 0.008606 11.6254
383000 -0.00812612 0.00812612 -0.0410161 -55.4065
384000 0.00471016 -0.00471016 0.0516252 69.7377
385000 -0.0053522 0.0053522 0.00422895 5.71267
386000 0.0245468 -0.0245468 0.0138848 18.7562
387000 -0.0280574 0.0280574 0.0416314 56.2376
388000 -0.0237102 0.0237102 -0.0434723 -58.7245
389000 -0.00707525 0.00707525 0.0147127 19.8746
390000 -4.10942e-05 4.10942e-05 0.00550563 7.43726
391000 0.0173514 -0.0173514 -0.0489234 -66.0881
392000 -0.00800965 0.00800965 0.00149954 2.02565
393000 -0.00591441 0.00591441 0.0427455 57.7426
394000 -0.0120667 0.0120667 0.0538395 72.7289
395000 -0.0120824 0.0120824 0.010336 13.9623
396000 0.0135585 -0.0135585 -0.0337474 -45.5875
397000 0.00100915 -0.00100915 0.0673677 91.0034
398000 0.0514544 -0.0514544 -0.0461543 -62.3475
399000 0.00982869 -0.00982869 0.02443 33.0012
400000 0.0189784 -0.0189784 0.0170675 23.0556
401000 0.0150186 -0.0150186 -0.00629806 -8.50772
402000 -0.0871658 0.0871658 0.0376675 50.883
403000 -0.0458131 0.0458131 0.0080269 10.8431
404000 -0.0511582 0.0511582 0.0437073 59.0418
405000 -0.002463 0.002463 0.0230716 31.1661
406000 -0.0214806 0.0214806 -0.051646 -69.7658
407000 -0.00485614 0.00485614 -0.0161475 -21.8127
408000 -0.0138083 0.0138083 -0.00276008 -3.72844
409000 0.00661217 -0.00661217 0.0795765 107.496
410000 -0.0116882 0.0116882 0.0477901 64.557
411000 -0.0442242 0.0442242 0.0167232 22.5905
412000 -0.0416182 0.0416182 -0.0267065 -36.0764
413000 0.0265114 -0.0265114 0.0193334 26.1164
414000 0.0048941 -0.0048941 -0.00977704 -13.2073
415000 0.00603389 -0.00603389 -0.00376713 -5.08881
416000 0.0349738 -0.0349738 0.0393836 53.2012
417000 0.01812 -0.01812 0.00198458 2.68087
418000 0.00753733 -0.00753733 0.0246036 33.2357
419000 -0.000815303 0.000815303 0.0383351 51.7848
420000 0.0329801 -0.0329801 -0.0470418 -63.5463
421000 0.00548054 -0.00548054 0.0594662 80.3297
422000 -0.00713546 0.00713546 0.00382925 5.17273
423000 -0.00769941 0.00769941 0.0112096 15.1424
424000 -0.0157356 0.0157356 -0.00576332 -7.78536
425000 0.00127216 -0.00127216 -0.0602571 -81.3981
426000 -0.0192239 0.0192239 0.039379 53.1951
427000 0.0323507 -0.0323507 -0.0327722 -44.2702
428000 0.0205978 -0.0205978 -0.0159004 -21.4789
429000 0.010509 -0.010509 0.00747856 10.1024
430000 0.0273709 -0.0273709 0.0210833 28.4803
431000 -0.00324123 0.00324123 0.0682551 92.2021
432000 0.0678025 -0.0678025 -0.0060276 -8.14236
433000 -0.00915881 0.00915881 0.0543916 73.4747
434000 0.0249214 -0.0249214 0.0479275 64.7427
435000 -0.02911 0.02911 -0.0243992 -32.9595
436000 -0.0169604 0.0169604 0.0560231 75.6786
437000 0.0159284 -0.0159284 -0.0295519 -39.9201
438000 0.0602188 -0.0602188 0.0161148 21.7687
439000 0.00590334 -0.00590334 -0.0612399 -82.7257
440000 -0.00352001 0.00352001 0.0123692 16.709
441000 0.0438283 -0.0438283 -0.012755 -17.23
442000 -0.0147994 0.0147994 -0.0636127 -85.931
443000 -0.0314714 0.0314714 -0.0624483 -84.3581
444000 0.0134821 -0.0134821 -0.0368732 -49.8101
445000 0.0268651 -0.0268651 -0.00224809 -3.03682
446000 -0.0233272 0.0233272 0.0542655 73.3043
447000 0.017799 -0.017799 0.0038257 5.16794
448000 -0.00145938 0.00145938 0.0186789 25.2323
449000 -0.0234642 0.0234642 0.0449746 60.7538
450000 -0.0266427 0.0266427 0.0745172 100.661
451000 0.0120455 -0.0120455 0.00117391 1.58578
452000 9.60503e-05 -9.60503e-05 0.0138024 18.6449
453000 0.0136058 -0.0136058 -0.0268242 -36.2354
454000 0.000198359 -0.000198359 0.0949289 128.234
455000 -0.00707617 0.00707617 -0.0328043 -44.3136
456000 -0.00692501 0.00692501 0.0292956 39.5738
457000 -0.0246273 0.0246273 0.0198692 26.8402
458000 0.000679363 -0.000679363 -0.0359202 -48.5227
459000 0.0554348 -0.0554348 0.000910648 1.23015
460000 -0.0100793 0.0100793 0.087015 117.544
461000 0.0229084 -0.0229084 -0.0355598 -48.0359
462000 0.0139321 -0.0139321 0.072826 98.3767
463000 -0.0124399 0.0124399 -0.01216 -16.4262
464000 -0.0369946 0.0369946 -0.0198643 -26.8337
465000 0.00796346 -0.00796346 0.0182621 24.6693
466000 -0.0205114 0.0205114 -0.0199411 -26.9374
467000 -0.0331292 0.0331292 0.0420786 56.8417
468000 -0.00601478 0.00601478 -0.0095089 -12.8451
469000 0.0115256 -0.0115256 -0.0453845 -61.3074
470000 0.0284734 -0.0284734 0.000208144 0.281171
471000 0.0125118 -0.0125118 0.0399247 53.9321
472000 0.0152632 -0.0152632 0.0888221 119.985
473000 -0.0425757 0.0425757 0.0380632 51.4175
474000 -0.0205608 0.0205608 -0.0106594 -14.3992
475000 -0.00940372 0.00940372 0.0714743 96.5509
476000 0.0158783 -0.0158783 0.0387761 52.3806
477000 -0.00180524 0.00180524 0.0363789 49.1424
478000 -0.0239331 0.0239331 -0.0161775 -21.8533
479000 -0.0145645 0.0145645 0.0382033 51.6068
480000 -0.013722 0.013722 -0.0296636 -40.0709
481000 0.0171435 -0.0171435 0.0373555 50.4616
482000 0.00576889 -0.00576889 0.0297304 40.1612
483000 0.00386858 -0.00386858 -0.0215146 -29.0629
484000 0.0154951 -0.0154951 0.0478231 64.6016
485000 0.01449 -0.01449 0.0171649 23.1872
486000 0.032226 -0.032226 -0.0907008 -122.523
487000 0.00445852 -0.00445852 -0.00854733 -11.5461
488000 0.00200219 -0.00200219 0.066689 90.0866
489000 0.0489674 -0.0489674 0.0297094 40.1328
490000 -0.0102978 0.0102978 0.0224454 30.3203
491000 0.0370276 -0.0370276 -0.0681965 -92.1231
492000 0.0106745 -0.0106745 0.02556 34.5276
493000 0.0206519 -0.0206519 0.042365 57.2287
494000 -0.0340824 0.0340824 -0.00418016 -5.64675
495000 0.0388793 -0.0388793 -0.0130881 -17.68
496000 0.0165245 -0.0165245 0.0116203 15.6973
497000 0.00170574 -0.00170574 -0.00853228 -11.5258
498000 -0.0171473 0.0171473 0.0659239 89.0531
499000 0.0116908 -0.0116908 -0.0461953 -62.4028
500000 0.00022668 -0.00022668 -0.0592519 -80.0403
501000 0.0103618 -0.0103618 0.0717535 96.928
502000 0.000666944 -0.000666944 -0.00447741 -6.04829
503000 -0.00652753 0.00652753 0.0260012 35.1237
504000 0.02476 -0.02476 0.0261478 35.3217
505000 0.013049 -0.013049 0.101894 137.643
506000 0.0186028 -0.0186028 -0.00383621 -5.18213
507000 0.00449656 -0.00449656 0.0237526 32.0862
508000 0.028065 -0.028065 -0.00177535 -2.39823
509000 0.0343301 -0.0343301 0.0260592 35.202
510000 0.0182348 -0.0182348 0.0173922 23.4942
511000 -0.00147688 0.00147688 -0.0110201 -14.8865
512000 -0.0222454 0.0222454 -0.0549398 -74.2152
513000 0.0100821 -0.0100821 -0.0372557 -50.3267
514000 -0.0151763 0.0151763 -0.0540085 -72.9572
515000 0.00480773 -0.00480773 0.016205 21.8905
516000 0.00604201 -0.00604201 0.0130782 17.6666
517000 -0.0315249 0.0315249 -0.00369053 -4.98535
518000 -0.0268778 0.0268778 -0.0150646 -20.35
519000 -0.0437808 0.0437808 -0.0454283 -61.3667
520000 0.0195647 -0.0195647 0.00413458 5.58518
521000 -0.0113777 0.0113777 0.00806406 10.8933
522000 0.011695 -0.011695 0.143104 193.311
523000 -0.0341359 0.0341359 -0.0248228 -33.5319
524000 0.0027794 -0.0027794 0.00141856 1.91625
525000 -0.0236798 0.0236798 -0.0842339 -113.787
526000 0.0177588 -0.0177588 -0.0446995 -60.3822
527000 -0.00163229 0.00163229 0.0237538 32.0878
528000 0.0114436 -0.0114436 0.0311357 42.0596
529000 -0.00945992 0.00945992 0.0399254 53.9331
530000 -0.00663078 0.00663078 0.0131305 17.7373
531000 -0.00756647 0.00756647 0.0332692 44.9416
532000 0.00498887 -0.00498887 -0.00961009 -12.9818
533000 0.00455351 -0.00455351 0.0342379 46.2502
534000 0.0499762 -0.0499762 -0.0577904 -78.066
535000 0.0103734 -0.0103734 0.0140574 18.9894
536000 0.003606 -0.003606 -0.0799186 -107.958
537000 0.0207117 -0.0207117 0.0162364 21.9329
538000 -0.040935 0.040935 0.00528491 7.13911
539000 0.0176509 -0.0176509 0.0500036 67.5472
540000 0.00938118 -0.00938118 -0.0380844 -51.4461
541000 -0.0349924 0.0349924 -0.0304371 -41.1159
542000 0.0437681 -0.0437681 0.0545786 73.7273
543000 -0.0270342 0.0270342 0.0587965 79.425
544000 0.00314133 -0.00314133 0.0140435 18.9707
545000 0.00944141 -0.00944141 0.0337353 45.5712
546000 -0.0256144 0.0256144 0.0112232 15.1608
547000 -0.0173099 0.0173099 0.0380695 51.4261
548000 0.00580699 -0.00580699 0.0499922 67.5318
549000 -0.0509377 0.0509377 -0.0107789 -14.5606
550000 0.0130562 -0.0130562 0.048797 65.9173
551000 -0.00593677 0.00593677 -0.0586088 -79.1716
552000 -0.0106283 0.0106283 0.00383994 5.18716
553000 0.0358464 -0.0358464 -0.0317442 -42.8815
554000 -0.00397074 0.00397074 -0.0330193 -44.6041
555000 0.00507359 -0.00507359 0.0294167 39.7374
556000 0.01528 -0.01528 0.0619566 83.6938
557000 -0.0386772 0.0386772 0.0151108 20.4123
558000 0.0292081 -0.0292081 0.0574538 77.6113
559000 -0.00691217 0.00691217 0.0197512 26.6809
560000 0.00543036 -0.00543036 -0.0310415 -41.9324
561000 -0.0322802 0.0322802 0.0302684 40.888
562000 0.00765397 -0.00765397 -0.0526646 -71.1418
563000 -0.0349807 0.0349807 -0.086388 -116.697
564000 0.0293389 -0.0293389 -0.0113763 -15.3676
565000 -0.0335968 0.0335968 -0.00313463 -4.23441
566000 -0.0720173 0.0720173 -0.0182459 -24.6474
567000 0.0163308 -0.0163308 0.0638951 86.3125
568000 -0.0354401 0.0354401 -0.033203 -44.8522
569000 0.0179394 -0.0179394 0.0309331 41.7859
570000 0.00878158 -0.00878158 0.0281497 38.026
571000 -0.00672274 0.00672274 -0.0151483 -20.4631
572000 -0.0331666 0.0331666 0.0288169 38.9272
573000 -0.021001 0.021001 -0.00218663 -2.9538
574000 0.00402316 -0.00402316 -0.0123315 -16.658
575000 -0.0210871 0.0210871 0.0032976 4.45455
576000 -0.00877886 0.00877886 -0.0292867 -39.5619
577000 -0.0524687 0.0524687 -0.0396153 -53.5142
578000 0.0190677 -0.0190677 0.0845553 114.221
579000 0.021708 -0.021708 -0.0103612 -13.9964
580000 -0.00428251 0.00428251 0.0123954 16.7443
581000 -0.0296316 0.0296316 0.0664613 89.779
582000 0.0235056 -0.0235056 -0.0692194 -93.5048
583000 0.00927555 -0.00927555 -0.035037 -47.3296
584000 -0.00707313 0.00707313 -0.0173532 -23.4415
585000 0.0200566 -0.0200566 -0.0267085 -36.0791
586000 0.0154284 -0.0154284 -0.0181526 -24.5214
587000 -0.00571023 0.00571023 0.0150827 20.3744
588000 0.00261073 -0.00261073 0.0688337 92.9839
589000 -0.0201979 0.0201979 0.00431659 5.83105
590000 -0.0141461 0.0141461 -0.0611609 -82.6191
591000 -0.0551676 0.0551676 0.0253196 34.2029
592000 0.000696939 -0.000696939 -0.0272362 -36.7919
593000 -0.00415697 0.00415697 0.0526666 71.1445
594000 0.0293473 -0.0293473 0.0340129 45.9462
595000 -0.0174919 0.0174919 -0.00204091 -2.75696
596000 0.0149725 -0.0149725 -0.057632 -77.852
597000 -0.0472763 0.0472763 -0.0357609 -48.3075
598000 0.00952352 -0.00952352 0.00797694 10.7756
599000 -0.0231229 0.0231229 0.0400631 54.1191
600000 -0.0149413 0.0149413 -0.0256906 -34.704
601000 -0.0229321 0.0229321 -0.0100405 -13.5631
602000 0.0212184 -0.0212184 0.0222924 30.1137
603000 0.0223861 -0.0223861 -0.00291161 -3.93314
604000 -0.0132057 0.0132057 -0.025262 -34.1251
