# Time-averaged data for fix 4
# TimeStep v_sigma_xx_lip v_sigma_yy_lip v_sigma_zz_lip
166000 0.00151981 -0.00151981 0.0184792
167000 -0.000395303 0.000395303 0.0114519
168000 -0.00163388 0.00163388 0.00834385
169000 0.000354587 -0.000354587 0.0150755
170000 -0.00177424 0.00177424 0.0119497
171000 -0.0002449 0.0002449 0.0201429
172000 0.00176399 -0.00176399 0.00788061
173000 0.00257058 -0.00257058 0.00868471
174000 -0.00255924 0.00255924 0.0118105
175000 -0.00182412 0.00182412 0.00643179
176000 0.000769836 -0.000769836 0.0131635
177000 0.00172306 -0.00172306 0.0143128
178000 0.00210717 -0.00210717 0.012785
179000 -0.00384107 0.00384107 0.00701125
180000 0.00511834 -0.00511834 0.0129685
181000 -0.000141636 0.000141636 0.0128894
182000 -0.002288 0.002288 0.0152023
183000 0.000973437 -0.000973437 0.0214195
184000 -0.00321525 0.00321525 0.0138227
185000 -0.00156472 0.00156472 0.0187855
186000 -0.00286406 0.00286406 0.0231585
187000 0.0027721 -0.0027721 0.0140114
188000 -0.0021546 0.0021546 0.0091095
189000 0.00127297 -0.00127297 0.011576
190000 0.000391967 -0.000391967 0.0167531
191000 -0.000984791 0.000984791 0.0141167
192000 0.00143201 -0.00143201 0.00942909
193000 0.00101129 -0.00101129 0.0157026
194000 0.00324179 -0.00324179 0.00966577
195000 -0.00324549 0.00324549 -0.000201149
196000 0.000339861 -0.000339861 -0.00161515
197000 0.000719281 -0.000719281 0.0110815
198000 -0.000234846 0.000234846 0.0129031
199000 -0.00262265 0.00262265 0.0169015
200000 -0.00240618 0.00240618 0.013661
201000 -0.000955733 0.000955733 0.00738178
202000 -0.000388747 0.000388747 0.0203491
203000 0.00239237 -0.00239237 0.0110553
204000 -0.00313698 0.00313698 0.0190753
205000 -0.000694805 0.000694805 0.0123044
206000 -0.000411463 0.000411463 0.0134846
207000 -0.00381054 0.00381054 0.0162389
208000 -0.000301444 0.000301444 0.02434
209000 0.00140927 -0.00140927 0.0168492
210000 -0.00340448 0.00340448 0.013475
211000 -0.00143279 0.00143279 0.0109999
212000 0.00304024 -0.00304024 0.0298885
213000 0.0022121 -0.0022121 0.0158667
214000 -0.00114616 0.00114616 0.0154519
215000 0.000940675 -0.000940675 0.0215691
216000 0.000980069 -0.000980069 0.00402056
217000 -0.000534628 0.000534628 0.0198047
218000 -0.00259173 0.00259173 0.0206599
