# Time-averaged data for fix 4
# TimeStep v_sigma_xx_lip v_sigma_yy_lip v_sigma_zz_lip
199000 -0.00026329 0.00026329 0.0102406
200000 -0.000955582 0.000955582 0.00985411
201000 0.000532046 -0.000532046 0.00598406
202000 -0.00167024 0.00167024 0.00815529
203000 0.00189967 -0.00189967 0.00287182
204000 -0.000854527 0.000854527 5.17424e-05
205000 0.00371736 -0.00371736 0.00402219
206000 -0.000982603 0.000982603 0.00728156
207000 -0.000615244 0.000615244 0.00429435
208000 0.00219493 -0.00219493 -0.00407232
209000 0.00222083 -0.00222083 0.0173951
210000 -0.000695737 0.000695737 0.0116882
211000 0.00298015 -0.00298015 0.0117918
212000 -0.000362204 0.000362204 0.0076815
213000 -0.0015198 0.0015198 0.0144095
214000 0.000466917 -0.000466917 0.00102701
215000 -0.00324456 0.00324456 0.00638607
216000 0.000888369 -0.000888369 0.0205802
217000 -0.0013389 0.0013389 0.0160958
218000 -0.00137652 0.00137652 0.0201046
219000 0.000520907 -0.000520907 0.0104357
220000 -0.000359984 0.000359984 0.0110695
221000 0.00270947 -0.00270947 0.00567105
222000 0.00113114 -0.00113114 0.00379023
223000 0.000489775 -0.000489775 0.00450522
224000 0.00233334 -0.00233334 0.00497091
225000 0.00164207 -0.00164207 0.00864997
226000 -0.000927816 0.000927816 0.000830762
227000 0.000371563 -0.000371563 0.00491605
228000 0.00140717 -0.00140717 0.00158226
229000 -0.000361166 0.000361166 0.0134854
230000 -0.0032506 0.0032506 0.00740914
231000 -0.00139206 0.00139206 -0.0013187
232000 0.000550165 -0.000550165 0.0202128
233000 0.00197733 -0.00197733 0.0128449
234000 -0.00109229 0.00109229 0.0226507
235000 0.000443963 -0.000443963 0.0188003
236000 -0.00101941 0.00101941 0.0039829
237000 -0.00233062 0.00233062 0.00581056
238000 8.11726e-06 -8.11726e-06 0.012954
239000 -0.000530507 0.000530507 0.0148744
240000 0.000467183 -0.000467183 0.0134178
241000 -0.000208896 0.000208896 0.00546305
242000 -0.00057648 0.00057648 0.00670107
243000 0.000775063 -0.000775063 0.00303851
244000 -0.000968728 0.000968728 0.0159173
245000 -0.00145148 0.00145148 0.0102714
246000 -0.000282307 0.000282307 0.0120228
247000 -0.000418337 0.000418337 0.00464505
248000 0.000359361 -0.000359361 0.0105431
249000 0.00292818 -0.00292818 0.00691456
250000 -0.00282039 0.00282039 0.00983144
251000 0.000733147 -0.000733147 0.00997318
252000 0.000109379 -0.000109379 0.00795
253000 -0.00400454 0.00400454 0.0204615
254000 0.000713983 -0.000713983 0.0129185
255000 -0.000785123 0.000785123 0.0136399
256000 0.000663674 -0.000663674 0.00172499
257000 -0.00252997 0.00252997 0.00417413
258000 -0.000906385 0.000906385 0.0103588
259000 0.00118791 -0.00118791 0.00738165
260000 0.00262647 -0.00262647 0.0170842
261000 -0.000700081 0.000700081 0.0125336
262000 0.00102998 -0.00102998 0.0140771
263000 -0.00232711 0.00232711 0.01101
264000 -0.000498021 0.000498021 0.0095501
265000 -0.00222464 0.00222464 0.0171394
266000 0.000529013 -0.000529013 0.014637
267000 0.00161741 -0.00161741 0.00828178
268000 -0.00383664 0.00383664 0.0121297
269000 -0.000179221 0.000179221 0.00413899
270000 -0.00106872 0.00106872 0.00657769
271000 0.00036379 -0.00036379 0.00702792
272000 -0.000189447 0.000189447 0.00523809
273000 -0.000149755 0.000149755 0.00190645
274000 0.00244023 -0.00244023 0.00794339
275000 -0.00119091 0.00119091 0.00427137
276000 0.00206252 -0.00206252 0.0142794
277000 0.000288049 -0.000288049 0.0138163
278000 0.000577849 -0.000577849 0.00798627
279000 0.000592073 -0.000592073 0.0148852
280000 -0.00325291 0.00325291 0.010532
281000 0.00163706 -0.00163706 0.0180736
282000 0.000368931 -0.000368931 0.0113772
283000 0.0060599 -0.0060599 0.014975
284000 -0.00477081 0.00477081 0.0214995
285000 -0.00068301 0.00068301 0.0141864
286000 -2.50335e-05 2.50335e-05 0.00221309
287000 0.000510365 -0.000510365 0.010183
288000 0.000290056 -0.000290056 0.005651
289000 -0.00213857 0.00213857 0.000640591
290000 -0.000868686 0.000868686 0.00864096
291000 0.000209845 -0.000209845 0.00993641
292000 -0.000138867 0.000138867 0.00471813
293000 0.00135419 -0.00135419 0.0047227
294000 -0.000286121 0.000286121 0.00809562
295000 -0.00278929 0.00278929 0.0118104
296000 0.00244881 -0.00244881 0.0126198
297000 0.000384231 -0.000384231 0.00461948
298000 -0.00353669 0.00353669 0.00387307
299000 -0.00241942 0.00241942 0.00591801
300000 0.00202346 -0.00202346 0.012495
301000 5.89127e-05 -5.89127e-05 0.0109903
302000 -0.000646444 0.000646444 0.0170744
303000 0.000355765 -0.000355765 0.0123687
304000 0.000897916 -0.000897916 0.0130002
305000 0.0012162 -0.0012162 0.00576927
306000 0.000164531 -0.000164531 0.00720673
307000 -0.000712374 0.000712374 0.00751576
308000 0.00458321 -0.00458321 0.00440045
309000 -0.00223133 0.00223133 -0.0023062
310000 -0.00157272 0.00157272 0.00303065
311000 0.00131143 -0.00131143 0.00829848
312000 0.00387039 -0.00387039 0.00878387
313000 -0.000832484 0.000832484 0.019182
314000 -0.00248386 0.00248386 0.00479369
315000 0.000727339 -0.000727339 0.0083654
316000 0.00152693 -0.00152693 0.00447825
317000 -0.00376663 0.00376663 0.00911419
318000 -0.000240794 0.000240794 0.0106463
319000 -0.000887049 0.000887049 0.0140386
320000 0.00229647 -0.00229647 -0.00372415
321000 0.00278477 -0.00278477 0.00682952
322000 -0.001564 0.001564 0.0111966
323000 -0.00152617 0.00152617 0.0117829
324000 0.00112305 -0.00112305 0.0118631
325000 -0.00313441 0.00313441 0.0138022
326000 0.00166958 -0.00166958 0.00521257
327000 -0.000215215 0.000215215 8.04932e-05
328000 0.000894657 -0.000894657 0.00114881
329000 0.00158505 -0.00158505 0.0107421
330000 -0.000331784 0.000331784 0.0120495
331000 0.00197301 -0.00197301 0.0152153
332000 -0.00251609 0.00251609 0.00866673
333000 0.000423548 -0.000423548 0.00832409
334000 -0.00186876 0.00186876 0.0118849
335000 -0.00110936 0.00110936 0.00840267
336000 0.000945871 -0.000945871 0.00727665
337000 0.00151351 -0.00151351 0.00617134
338000 -0.000170765 0.000170765 0.00834537
339000 0.00049634 -0.00049634 0.0148905
340000 -6.26241e-05 6.26241e-05 0.00401333
341000 0.000871681 -0.000871681 0.00757427
342000 0.00191018 -0.00191018 -0.00459264
343000 0.00105419 -0.00105419 0.00905656
344000 -0.000880203 0.000880203 0.0110229
345000 -0.00129624 0.00129624 0.00340507
346000 0.00141373 -0.00141373 0.00629808
347000 -0.00149685 0.00149685 0.0147832
348000 -0.00203133 0.00203133 0.0143614
349000 0.00149599 -0.00149599 0.00583315
350000 -0.00236871 0.00236871 0.00509911
351000 0.00108024 -0.00108024 0.0180113
352000 -0.00107728 0.00107728 0.00733421
353000 0.00274249 -0.00274249 0.00395285
354000 0.000460187 -0.000460187 0.000722793
355000 0.00391536 -0.00391536 0.00419346
356000 -0.00119886 0.00119886 0.00676813
357000 -0.00137362 0.00137362 0.00972578
358000 0.00116771 -0.00116771 0.00860855
359000 -0.00187652 0.00187652 0.0190605
360000 -0.00106408 0.00106408 0.00893022
361000 -0.00134466 0.00134466 0.00485896
362000 -0.000108143 0.000108143 0.00237603
363000 -0.00171916 0.00171916 0.00095961
364000 -0.00037624 0.00037624 0.00408685
365000 -0.00196354 0.00196354 0.0078006
366000 0.000343809 -0.000343809 0.0114173
367000 0.00337504 -0.00337504 0.00930831
368000 0.00229706 -0.00229706 0.0154953
369000 -0.00225069 0.00225069 0.00867157
370000 0.0018574 -0.0018574 0.0160599
371000 0.000949862 -0.000949862 0.0120605
372000 2.40962e-05 -2.40962e-05 0.0163418
373000 0.00170531 -0.00170531 0.0132903
374000 -0.00117425 0.00117425 0.0211189
375000 -0.00298527 0.00298527 0.0124999
376000 0.00175221 -0.00175221 0.0106983
377000 -0.000555659 0.000555659 0.00968916
378000 0.00105807 -0.00105807 0.0138995
379000 -0.00115516 0.00115516 0.00340837
380000 0.000758488 -0.000758488 0.00873302
381000 -0.0022695 0.0022695 0.01753
382000 -0.00219639 0.00219639 0.00898885
383000 0.000489991 -0.000489991 0.0200623
384000 0.000550086 -0.000550086 0.00359118
385000 0.00198788 -0.00198788 0.00723695
386000 0.00152749 -0.00152749 0.0145951
387000 -0.0014381 0.0014381 0.0169236
388000 -6.50121e-05 6.50121e-05 -0.00163776
389000 0.00030875 -0.00030875 -0.00419114
390000 0.000909211 -0.000909211 0.00374218
391000 -0.00238014 0.00238014 0.00975428
392000 0.00245772 -0.00245772 0.0131303
393000 -7.35609e-05 7.35609e-05 0.00686626
394000 -0.00158396 0.00158396 0.0103412
395000 -0.00237883 0.00237883 0.00525721
396000 0.00213898 -0.00213898 0.00814385
397000 -0.000241641 0.000241641 0.0145431
398000 6.87484e-05 -6.87484e-05 0.0178647
399000 0.00309092 -0.00309092 0.0103704
400000 -0.00299656 0.00299656 0.0137233
401000 -0.00107217 0.00107217 0.00874278
402000 0.00215895 -0.00215895 0.011103
403000 0.000706718 -0.000706718 0.0143264
404000 8.37963e-05 -8.37963e-05 0.00916747
405000 0.000634824 -0.000634824 0.00410457
406000 -0.000541727 0.000541727 0.0113686
407000 0.00126792 -0.00126792 0.00654672
408000 -0.00288135 0.00288135 0.00770717
409000 0.00130073 -0.00130073 0.0184391
410000 0.00187253 -0.00187253 0.0089939
411000 -7.58226e-05 7.58226e-05 0.0108495
412000 0.00411625 -0.00411625 0.0133714
413000 -0.00186873 0.00186873 0.0129995
414000 0.000577179 -0.000577179 0.00650611
415000 -0.000373424 0.000373424 0.0131508
416000 -0.00270529 0.00270529 0.00899748
417000 -0.000313735 0.000313735 0.0130783
418000 7.50385e-05 -7.50385e-05 0.00664359
419000 -0.00150099 0.00150099 0.0127765
420000 0.00065365 -0.00065365 0.00831282
421000 -0.00182688 0.00182688 0.0128915
422000 0.000425295 -0.000425295 0.0166065
423000 0.00150401 -0.00150401 0.0037281
424000 -0.000513092 0.000513092 0.00392143
425000 -0.000125618 0.000125618 0.0159626
426000 0.00140734 -0.00140734 0.00872778
427000 0.000114023 -0.000114023 0.0130534
428000 -0.00154288 0.00154288 0.00934144
429000 -0.000549118 0.000549118 0.012007
430000 0.00109409 -0.00109409 0.00394131
431000 0.00255358 -0.00255358 0.00840263
432000 -0.000330786 0.000330786 0.0126133
433000 0.000427932 -0.000427932 0.0137417
434000 0.00142268 -0.00142268 0.0165103
435000 -0.00365403 0.00365403 0.0130836
436000 0.000997275 -0.000997275 0.00763054
437000 -0.000130787 0.000130787 0.0191214
438000 -0.000539694 0.000539694 0.0119727
439000 0.002592 -0.002592 0.0086522
440000 -0.00227271 0.00227271 0.013656
441000 0.00138983 -0.00138983 0.0134582
442000 -0.000258961 0.000258961 0.00663743
443000 0.00110035 -0.00110035 0.00761123
444000 -0.00177021 0.00177021 -0.00164031
445000 -0.00171238 0.00171238 0.00593944
446000 -0.0024779 0.0024779 0.00517149
447000 -0.000363251 0.000363251 0.0135425
448000 0.00353625 -0.00353625 0.00656814
449000 0.0026597 -0.0026597 0.00493233
450000 -0.00445056 0.00445056 0.00354064
451000 -0.000768338 0.000768338 0.00289622
452000 0.000915774 -0.000915774 0.00588029
453000 -0.00038453 0.00038453 0.00507064
454000 -0.00148964 0.00148964 0.0155375
455000 0.0027142 -0.0027142 0.0169078
456000 -0.00263597 0.00263597 0.019796
457000 0.00257262 -0.00257262 0.0129461
458000 0.00120776 -0.00120776 0.00814004
459000 0.00141196 -0.00141196 0.0119326
460000 0.000800531 -0.000800531 0.00989065
461000 2.20521e-05 -2.20521e-05 0.0178096
462000 -0.00166429 0.00166429 0.0234651
463000 -0.000495093 0.000495093 0.00888951
464000 0.000248539 -0.000248539 0.0142613
465000 -0.00148919 0.00148919 0.0118088
466000 0.00214026 -0.00214026 0.0187983
467000 0.00178965 -0.00178965 0.0162786
468000 0.00302924 -0.00302924 0.0124977
469000 -0.00244366 0.00244366 0.00398831
470000 0.00150736 -0.00150736 0.00615104
471000 0.00211403 -0.00211403 0.00980077
472000 -0.000725595 0.000725595 0.00812508
473000 0.000857189 -0.000857189 0.0176319
474000 -0.00232714 0.00232714 0.0095218
475000 0.00130168 -0.00130168 0.0149553
476000 -0.00155113 0.00155113 0.00042571
477000 0.000159288 -0.000159288 -0.000563304
478000 -0.000547133 0.000547133 0.00989798
479000 0.00108277 -0.00108277 0.0134473
480000 0.00153537 -0.00153537 0.00524967
481000 0.00211339 -0.00211339 0.00693759
482000 -0.000875825 0.000875825 0.00619048
483000 -7.71497e-05 7.71497e-05 0.0165166
484000 0.000975921 -0.000975921 0.0110341
485000 -0.00198771 0.00198771 0.00835953
486000 0.000214853 -0.000214853 0.00403082
487000 0.00080505 -0.00080505 0.00631015
488000 0.000791592 -0.000791592 0.0111559
489000 -0.00311362 0.00311362 0.00538066
490000 0.00132756 -0.00132756 0.0071694
491000 -0.00241388 0.00241388 0.00926218
492000 0.00206651 -0.00206651 0.011101
493000 -0.00546899 0.00546899 0.00899347
494000 0.000124079 -0.000124079 0.00738475
495000 -0.00273972 0.00273972 0.0145166
496000 0.00175144 -0.00175144 0.00738779
497000 -0.00265036 0.00265036 0.00138052
498000 0.000246592 -0.000246592 0.00356583
499000 0.0023369 -0.0023369 0.00540513
500000 -0.00296143 0.00296143 0.00698036
501000 -0.00263552 0.00263552 0.0100095
502000 -0.00207214 0.00207214 0.0145351
503000 -0.00104078 0.00104078 0.00905841
504000 0.000849658 -0.000849658 0.00433385
505000 0.000946494 -0.000946494 0.0126661
506000 -0.00155765 0.00155765 0.0124701
507000 0.000230941 -0.000230941 0.019317
508000 0.00319341 -0.00319341 0.0106127
509000 0.000613539 -0.000613539 0.00875514
510000 0.000213242 -0.000213242 0.00284357
511000 0.00256936 -0.00256936 0.00341667
512000 -0.00250892 0.00250892 0.00244475
513000 0.0001987 -0.0001987 0.00806059
514000 -0.00334473 0.00334473 0.0141122
515000 -0.000314251 0.000314251 0.00653869
516000 0.000545901 -0.000545901 0.0105577
517000 0.000101643 -0.000101643 0.00655049
518000 -0.00221047 0.00221047 0.00826412
519000 -0.00229275 0.00229275 0.00149545
520000 0.00081514 -0.00081514 0.00752975
521000 0.000182274 -0.000182274 0.0141652
522000 -0.00228438 0.00228438 0.00944026
523000 0.00319829 -0.00319829 0.00835848
524000 -0.00491359 0.00491359 0.00535344
525000 -0.00250488 0.00250488 0.00604567
526000 0.00332654 -0.00332654 0.0129399
527000 0.000440174 -0.000440174 0.0164885
528000 -0.0026302 0.0026302 0.0101417
529000 0.0014281 -0.0014281 0.00929524
530000 0.00316566 -0.00316566 0.00305867
531000 -0.00192747 0.00192747 0.00417088
532000 0.00135639 -0.00135639 0.00516411
533000 -0.000680813 0.000680813 0.0147063
534000 0.000687051 -0.000687051 0.00768624
535000 -0.0011244 0.0011244 0.00814773
536000 -0.00163461 0.00163461 0.0137698
537000 -0.000916115 0.000916115 0.00474647
538000 0.00153243 -0.00153243 -0.000236043
539000 0.00327488 -0.00327488 -0.0010542
540000 -0.000651145 0.000651145 0.0174687
541000 -0.0027877 0.0027877 -1.74985e-06
542000 0.000459593 -0.000459593 0.0083084
543000 0.00129357 -0.00129357 0.00881488
544000 -0.00156384 0.00156384 0.00308338
545000 0.00168043 -0.00168043 0.0070207
546000 -0.00164059 0.00164059 0.00485365
547000 -0.000889711 0.000889711 0.00433591
548000 -0.000381075 0.000381075 0.004419
549000 0.000621403 -0.000621403 0.00973253
550000 -0.000710451 0.000710451 0.00382436
551000 -0.000646246 0.000646246 0.00554558
552000 -0.00343604 0.00343604 0.0058331
553000 0.00275087 -0.00275087 0.00916021
554000 0.00282561 -0.00282561 0.0104502
555000 0.000397176 -0.000397176 0.00944909
556000 0.00126955 -0.00126955 0.00639365
557000 -0.00345041 0.00345041 0.0156962
558000 0.00459774 -0.00459774 0.0106624
559000 0.000389788 -0.000389788 0.00977978
560000 -0.000283638 0.000283638 0.0171591
561000 -0.000297258 0.000297258 0.00222941
562000 0.00200764 -0.00200764 0.00897506
563000 -0.0012269 0.0012269 0.0134225
564000 -0.000336498 0.000336498 0.0075893
565000 0.00232142 -0.00232142 0.0115778
566000 0.00239019 -0.00239019 0.0089322
567000 -0.00128692 0.00128692 0.00258673
568000 -0.00195348 0.00195348 0.0112217
569000 0.00212951 -0.00212951 0.0106182
570000 0.000964798 -0.000964798 0.0121283
571000 0.000579667 -0.000579667 0.0156141
572000 -0.00027613 0.00027613 0.0210798
573000 -0.00102565 0.00102565 0.00890782
574000 0.00042824 -0.00042824 0.0131799
575000 -0.00167836 0.00167836 0.0208415
576000 -0.00126177 0.00126177 0.0281583
577000 0.000889911 -0.000889911 0.0188251
578000 0.00105976 -0.00105976 0.0144002
579000 -0.00180507 0.00180507 0.00503424
580000 0.00095319 -0.00095319 0.00727714
581000 0.00282255 -0.00282255 0.000777546
582000 -0.00264489 0.00264489 0.00553495
583000 0.00144654 -0.00144654 0.00589288
584000 0.00184109 -0.00184109 0.0109253
585000 0.000640084 -0.000640084 -0.000332665
586000 0.000447135 -0.000447135 0.0105831
587000 0.000122359 -0.000122359 0.0095362
588000 0.00107046 -0.00107046 0.0147102
589000 -2.07786e-06 2.07786e-06 0.0164398
590000 -0.00192723 0.00192723 0.0162675
591000 0.00198297 -0.00198297 0.00118229
592000 -0.001287 0.001287 0.0108399
593000 -0.00385269 0.00385269 0.010923
594000 0.000650393 -0.000650393 0.0155718
595000 0.00140785 -0.00140785 0.020555
596000 -0.000628717 0.000628717 0.00630775
597000 -0.000526156 0.000526156 0.00180073
598000 -0.0025905 0.0025905 0.00465081
599000 -0.00135525 0.00135525 0.00613851
600000 -0.0021454 0.0021454 0.00829969
601000 0.0017729 -0.0017729 0.00785347
602000 -0.000895103 0.000895103 8.80752e-05
603000 0.00116005 -0.00116005 0.00862777
604000 0.00143277 -0.00143277 0.00425825
605000 -0.00270126 0.00270126 0.0129388
606000 0.000634172 -0.000634172 0.00929456
607000 -0.000287712 0.000287712 0.00383028
608000 0.00010012 -0.00010012 0.00293094
609000 0.00158031 -0.00158031 0.0104996
610000 0.00199811 -0.00199811 0.0068668
611000 -0.00307384 0.00307384 0.0109527
612000 0.000593032 -0.000593032 0.00892278
613000 0.00100064 -0.00100064 0.00521614
614000 -0.0012501 0.0012501 0.00600881
615000 -0.000877452 0.000877452 0.0101561
616000 0.000676259 -0.000676259 0.00957726
617000 0.000411528 -0.000411528 0.0150824
618000 -0.00137937 0.00137937 0.00580388
619000 -0.000926427 0.000926427 0.000972439
620000 -0.00323315 0.00323315 0.00961065
621000 -0.00195984 0.00195984 0.0153832
622000 -0.00180557 0.00180557 0.00459259
623000 -0.00358202 0.00358202 0.0116519
624000 -0.00248672 0.00248672 0.0114408
625000 -0.000890752 0.000890752 0.00877861
626000 -0.000552492 0.000552492 0.0122119
627000 0.000955345 -0.000955345 0.0134219
628000 -0.000688334 0.000688334 0.0104221
629000 0.000267804 -0.000267804 0.00723332
630000 -0.000773437 0.000773437 0.00738099
631000 -0.000428385 0.000428385 0.00378752
632000 -0.00192415 0.00192415 -0.00650635
633000 -0.00243075 0.00243075 0.00695318
634000 -0.00321301 0.00321301 0.00207469
635000 0.000367122 -0.000367122 0.00769566
636000 0.00199669 -0.00199669 0.0126019
637000 -0.000775132 0.000775132 0.00394749
638000 0.000736358 -0.000736358 0.00298088
639000 -0.000529179 0.000529179 -0.00133454
640000 -0.00465617 0.00465617 -0.00998583
641000 -0.000804591 0.000804591 0.00947494
642000 0.00232594 -0.00232594 0.00528465
643000 -0.00143584 0.00143584 0.00682577
644000 -0.000457657 0.000457657 0.00851647
645000 0.00212336 -0.00212336 0.002513
646000 -0.000855449 0.000855449 0.00888542
647000 0.00107944 -0.00107944 0.0139772
648000 -0.00515231 0.00515231 0.00163801
649000 0.00221099 -0.00221099 0.00536293
650000 0.000526041 -0.000526041 0.0114016
651000 -0.00226454 0.00226454 0.00335819
652000 -0.00230064 0.00230064 0.00900492
653000 -0.000723252 0.000723252 0.0227292
654000 0.00133222 -0.00133222 0.0163824
655000 -0.00269148 0.00269148 0.00905325
656000 -0.00103246 0.00103246 0.00260644
657000 0.00421901 -0.00421901 0.00970385
658000 -1.65489e-05 1.65489e-05 0.013675
659000 -0.00131388 0.00131388 0.0163668
660000 6.14445e-05 -6.14445e-05 0.0140598
661000 -0.000846273 0.000846273 0.00503448
662000 0.000948553 -0.000948553 0.0116566
663000 0.000449452 -0.000449452 0.00917051
664000 -0.00144646 0.00144646 0.0168026
665000 -0.000408456 0.000408456 0.0116109
666000 -0.000793357 0.000793357 0.0121852
667000 0.000159621 -0.000159621 0.00720428
668000 -0.00015903 0.00015903 0.0112656
669000 0.000567718 -0.000567718 0.013287
670000 -0.0010793 0.0010793 0.00535287
671000 -0.0013452 0.0013452 0.0076274
672000 -0.00191845 0.00191845 0.0166073
673000 -0.00213758 0.00213758 0.0143752
674000 0.00372464 -0.00372464 0.00440837
675000 -0.0030076 0.0030076 0.0119516
676000 9.37917e-07 -9.37917e-07 0.0118461
677000 -0.000579543 0.000579543 0.00553403
678000 0.00146944 -0.00146944 0.0074341
679000 -8.60275e-05 8.60275e-05 0.00567319
680000 0.00215954 -0.00215954 0.0054
681000 0.00227291 -0.00227291 0.00950658
682000 -0.00118195 0.00118195 0.00683372
683000 -0.00438955 0.00438955 0.0106448
684000 -0.000964146 0.000964146 -0.0018728
685000 0.0021694 -0.0021694 0.00653239
686000 0.000100633 -0.000100633 -0.00133433
687000 0.000539797 -0.000539797 -0.00251322
688000 -0.00302951 0.00302951 0.000906427
689000 -0.00130355 0.00130355 0.00877023
690000 0.00200474 -0.00200474 0.00563622
691000 -0.000898602 0.000898602 0.0196737
692000 -0.000559015 0.000559015 0.000334176
693000 -0.00041448 0.00041448 0.0146982
694000 -0.00148655 0.00148655 0.00533508
695000 -0.000431626 0.000431626 0.0131479
696000 -0.00119468 0.00119468 0.00741609
697000 0.00136708 -0.00136708 0.00995009
698000 -0.000961097 0.000961097 0.0149175
699000 0.000468431 -0.000468431 0.0124296
700000 5.24301e-05 -5.24301e-05 0.00670666
701000 0.0018345 -0.0018345 0.0210477
702000 -0.000300044 0.000300044 0.0122377
703000 -0.000260769 0.000260769 0.0072428
704000 -0.000576967 0.000576967 0.0063019
705000 0.00336022 -0.00336022 0.00758856
706000 -0.000408211 0.000408211 0.00759033
707000 0.000455631 -0.000455631 0.0185617
708000 -0.00574919 0.00574919 0.0160906
709000 -0.000342958 0.000342958 0.0081029
710000 0.00256779 -0.00256779 0.00156678
711000 -0.000927688 0.000927688 0.0086562
712000 0.00264741 -0.00264741 0.0132212
713000 0.00108563 -0.00108563 0.00594942
714000 -0.00234956 0.00234956 0.0136439
715000 0.00315108 -0.00315108 0.0110684
716000 -0.00398863 0.00398863 0.00845595
717000 -0.00142127 0.00142127 0.0106979
718000 -0.00164188 0.00164188 0.0112593
719000 -0.000552926 0.000552926 0.00645847
720000 -9.21154e-05 9.21154e-05 0.0164101
721000 -0.000591285 0.000591285 0.0098586
722000 -0.00215956 0.00215956 0.0176114
723000 0.000249506 -0.000249506 0.00481872
724000 0.002469 -0.002469 0.00797468
725000 0.00189429 -0.00189429 0.0100594
726000 -0.0030088 0.0030088 0.0131308
