# Time-averaged data for fix 3
# TimeStep v_lat_tension
100000 -0.50773
100001 -0.326109
100002 -0.163095
100003 -0.26506
100004 0.235385
100005 0.290832
100006 -0.971924
100007 -0.102416
100008 -0.197742
100009 -0.0115832
100010 -0.998479
100011 -0.878083
100012 -0.417121
100013 -0.0916934
100014 -0.516609
100015 0.323775
100016 0.791143
100017 0.0165371
100018 0.391739
100019 1.02634
100020 0.621425
100021 0.820679
100022 1.51239
100023 1.22214
100024 0.76114
100025 1.13679
100026 1.29444
100027 0.378824
100028 -0.416691
100029 -0.779929
100030 0.478119
100031 -0.0462479
100032 -0.394534
100033 -0.0365953
100034 -0.657828
100035 0.585668
100036 -0.393176
100037 0.262574
100038 0.00713194
100039 0.166118
100040 0.136078
100041 1.01728
100042 1.21988
100043 0.348832
100044 1.33398
100045 0.681838
100046 0.188615
100047 0.193194
100048 0.665395
100049 -0.360172
100050 -0.749124
100051 -0.744506
100052 -0.571439
100053 -0.541245
100054 -0.224566
100055 -0.801026
100056 0.431938
100057 -0.768383
100058 -0.424033
100059 -0.449303
100060 -1.12174
100061 -1.02718
100062 0.062034
100063 -0.509162
100064 1.14147
100065 0.327528
100066 -0.155786
100067 0.613872
100068 -0.222046
100069 0.168178
100070 -0.477347
100071 -0.661466
100072 -0.81977
100073 -0.226743
100074 -0.137189
100075 -0.0283625
100076 0.499542
100077 -0.097072
100078 0.0640228
100079 -0.283979
100080 0.163152
100081 -0.984152
100082 -0.48063
100083 -0.196824
100084 -0.963325
100085 -0.169371
100086 0.30473
100087 0.0785959
100088 -0.301317
100089 0.41828
100090 -0.128773
100091 0.124194
100092 -0.163653
100093 -0.233305
100094 -0.584916
100095 0.41236
100096 0.305198
100097 1.47731
100098 0.158464
100099 0.731785
100100 0.705437
100101 1.5528
100102 0.610045
100103 0.496013
100104 0.876756
100105 1.45968
100106 1.10293
100107 1.15629
100108 0.87389
100109 2.21494
100110 1.09253
100111 1.27016
100112 0.846894
100113 0.785802
100114 0.0535374
100115 0.736728
100116 1.01136
100117 0.839136
100118 1.22972
100119 0.62193
100120 1.79742
100121 0.851024
100122 0.317529
100123 1.38416
100124 1.29857
100125 1.40208
100126 -0.125401
100127 -0.41355
100128 -0.0703175
100129 0.00892642
100130 -0.74049
100131 -0.766862
100132 -0.986937
100133 -0.265604
100134 -0.702142
100135 -1.26636
100136 -0.740406
100137 -1.26071
100138 -0.889898
100139 -0.905204
100140 -0.668993
100141 -0.924776
100142 -1.01074
100143 -0.666259
100144 -0.297658
100145 -0.393763
100146 -0.733445
100147 -0.388836
100148 -1.16787
100149 -0.873536
100150 -0.289936
100151 -0.449993
100152 -0.810212
100153 -0.94146
100154 -1.18338
100155 0.825388
100156 -0.138643
100157 0.0777386
100158 0.0500221
100159 -0.0692269
100160 -0.519895
100161 -0.163086
100162 0.180705
100163 0.174775
100164 -0.0642048
100165 0.000103605
100166 -0.158729
100167 -0.848706
100168 -0.197266
100169 -1.61071
100170 0.0686853
100171 -0.884959
100172 0.22616
100173 -1.16275
100174 -0.276323
100175 0.323598
100176 0.799326
100177 0.0173388
100178 0.566474
100179 0.193479
100180 0.0936981
100181 0.47424
100182 0.630418
100183 0.469685
100184 1.51465
100185 0.268798
100186 0.566899
100187 0.821045
100188 0.282681
100189 0.0514876
100190 -0.109116
100191 0.355962
100192 -0.488963
100193 -0.0729537
100194 0.512073
100195 -0.229767
100196 0.250635
100197 -0.0489055
100198 0.124329
100199 -0.428111
100200 -0.266133
100201 -0.0225341
100202 -0.132889
100203 -0.189674
100204 -0.858984
100205 -0.0638656
100206 -0.62359
100207 -0.799956
100208 -0.326879
100209 -0.509293
100210 0.250487
100211 0.274215
100212 0.18119
100213 0.489001
100214 0.587904
100215 0.718772
100216 0.885772
100217 1.02681
100218 0.697449
100219 0.262907
100220 0.0929841
100221 0.890122
100222 0.399993
100223 -0.381872
100224 1.02354
100225 0.0266242
100226 -0.106288
100227 -0.0292935
100228 -0.469813
100229 -0.0487058
100230 -1.09697
100231 0.240458
100232 -0.559299
100233 -0.207503
100234 -0.417642
100235 -0.715273
100236 -0.836903
100237 -0.381898
100238 -0.450636
100239 -0.184151
100240 -0.243889
100241 -0.27763
100242 -0.718338
100243 -1.09304
100244 -0.469156
100245 -0.871405
100246 -0.747356
100247 -1.13823
100248 -0.953684
100249 -0.533544
100250 0.263821
100251 -0.517458
100252 -0.14656
100253 -0.0311495
100254 0.609461
100255 0.926762
100256 0.46134
100257 0.565608
100258 -0.298242
100259 0.159094
100260 0.667513
100261 -0.23399
100262 0.571152
100263 0.487484
100264 0.517452
100265 0.0105801
100266 0.472059
100267 0.663691
100268 -0.142592
100269 0.137099
100270 -0.886296
100271 0.123034
100272 0.187873
100273 -0.363194
100274 0.594757
100275 -0.0250829
100276 -0.0197467
100277 -0.306655
100278 -0.194348
100279 0.16763
100280 -0.400185
100281 -0.64076
100282 -0.501384
100283 0.0604715
100284 -0.0436975
100285 -0.771239
100286 0.511664
100287 1.12149
100288 -0.432928
100289 -0.355652
100290 0.594639
100291 0.451297
100292 0.293959
100293 -0.434699
100294 -0.00902014
100295 0.248264
100296 -0.712354
100297 -0.629668
100298 -0.488337
100299 0.0658736
100300 -0.498404
100301 -0.0375399
100302 -0.138818
100303 -0.467548
100304 -0.610784
100305 0.430312
100306 -0.791351
100307 -0.385647
100308 -0.802235
100309 0.168241
100310 -0.0797681
100311 -0.144075
100312 -0.0894087
100313 0.726547
100314 0.658661
100315 0.691791
100316 -0.341101
100317 1.7759
100318 0.91241
