# Time-averaged data for fix 3
# TimeStep v_lat_tension
100000 -0.0770785
100001 -0.377142
100002 0.0369171
100003 0.467512
100004 0.699075
100005 -0.506983
100006 -0.100549
100007 0.280862
100008 0.728762
100009 0.787929
100010 0.305907
100011 1.04461
100012 0.254945
100013 0.586938
100014 -0.00896685
100015 0.0141276
100016 0.102798
100017 0.240604
100018 0.624531
100019 1.04057
100020 -0.191629
100021 0.405797
100022 0.812695
100023 0.454704
100024 0.281889
100025 0.205063
100026 0.0222426
100027 0.139862
100028 -0.228875
100029 0.115497
100030 0.16444
100031 0.671411
100032 0.916307
100033 -0.128281
100034 1.00963
100035 -0.391694
100036 -0.206033
100037 0.00732268
100038 0.293532
100039 0.682699
100040 0.165635
100041 -0.671296
100042 0.0291383
100043 1.0149
100044 -0.616005
100045 -0.00231112
100046 -0.522072
100047 0.563893
100048 0.628149
100049 0.66896
100050 0.928104
100051 0.478173
100052 0.375376
100053 0.106221
100054 0.179316
100055 0.407306
100056 0.994551
100057 0.886754
100058 0.37521
100059 0.415698
100060 -0.0313171
100061 -1.05162
100062 -0.764171
100063 -0.563943
100064 -1.13829
100065 -0.319435
100066 -0.956396
100067 0.0590783
100068 -0.489267
100069 0.153186
100070 1.10104
100071 0.508069
100072 0.461291
100073 0.154102
100074 -0.205008
100075 1.31591
100076 0.94202
100077 0.475428
100078 0.363511
100079 0.0998624
100080 -0.713601
100081 -0.348379
100082 -0.170664
100083 -0.460403
100084 0.416156
100085 1.14474
100086 -0.261971
100087 0.51527
100088 0.872736
100089 0.882449
100090 0.486136
100091 0.797496
100092 -1.32544
100093 -0.5888
100094 -1.6893
100095 -1.01217
100096 -1.18596
100097 -1.65488
100098 0.027355
100099 -0.38541
100100 -1.21675
100101 -0.757626
100102 -0.26755
100103 -0.19975
100104 -1.28807
100105 -0.580181
100106 -0.919367
100107 -0.959968
100108 -0.743608
100109 -0.989745
100110 -0.563574
100111 -0.952569
100112 -1.92159
100113 -1.3724
100114 -0.681275
100115 -0.968523
100116 -0.545039
100117 -0.442075
100118 -0.139991
100119 0.258321
100120 0.112058
100121 1.10709
100122 0.302768
100123 0.262065
100124 -0.323362
100125 -0.277246
100126 1.02945
100127 0.699759
100128 0.752717
100129 0.822451
100130 0.897484
100131 0.819288
100132 2.0464
100133 1.08071
100134 1.82099
100135 0.916667
100136 1.21449
100137 2.0431
100138 1.68805
100139 1.85842
100140 1.2899
100141 0.61942
100142 1.32008
100143 1.04782
100144 0.286441
100145 1.00161
100146 1.06819
100147 0.187142
100148 2.70429
100149 1.5151
100150 1.11731
100151 0.685169
100152 0.925643
100153 0.908507
100154 0.74538
100155 0.311079
100156 0.383839
100157 0.579837
100158 0.19576
100159 1.35734
100160 1.08943
100161 0.95098
100162 1.33995
100163 1.28259
100164 1.0794
100165 1.20179
100166 0.386891
100167 0.630183
100168 -0.0803801
100169 -0.599411
100170 0.104608
100171 0.565662
100172 0.450777
100173 0.794302
100174 -0.109182
100175 0.771292
100176 1.93858
100177 1.23042
100178 0.733332
100179 1.1039
100180 0.450566
100181 0.5364
100182 0.34774
100183 1.23453
100184 0.789409
100185 0.949039
100186 1.79197
100187 0.1652
100188 0.208873
100189 0.303177
100190 1.64797
100191 -0.118687
100192 0.447545
100193 0.819593
100194 0.0225402
100195 1.15948
100196 1.0525
100197 0.326695
100198 1.10678
100199 1.1276
100200 2.24934
100201 1.48318
100202 1.40487
100203 1.79197
100204 1.66191
100205 2.03979
100206 2.6974
100207 2.03363
100208 1.14408
100209 0.991949
100210 0.240277
100211 0.516415
100212 0.0384187
100213 -0.442809
100214 -1.13014
100215 -0.485067
100216 0.0485666
100217 -0.973593
100218 0.419302
100219 -0.166052
100220 0.883616
100221 0.0710529
100222 0.643562
100223 0.352673
100224 -0.130947
100225 1.13371
100226 0.657619
100227 0.50939
100228 0.477343
100229 0.935653
100230 0.643449
100231 1.04515
100232 0.882366
100233 0.0878774
100234 1.02801
100235 0.802757
100236 1.35293
100237 1.09415
100238 1.07908
100239 0.711715
100240 1.98971
100241 0.654541
100242 0.39537
100243 1.79817
100244 1.0374
100245 1.25449
100246 0.565119
100247 1.06371
100248 0.727198
100249 0.905135
100250 0.839135
100251 0.709646
100252 0.745152
100253 0.828256
100254 0.615874
100255 0.300767
100256 1.81788
100257 0.501239
100258 0.770712
100259 0.188705
100260 0.00180572
100261 0.485257
100262 0.383677
100263 0.767052
100264 1.85267
100265 -0.24022
100266 0.281552
100267 0.316904
100268 0.319167
100269 -0.00208616
100270 0.12062
100271 -0.0630975
100272 0.273231
100273 0.963568
100274 0.923536
100275 0.0891533
100276 0.872603
100277 1.44744
100278 0.97268
100279 0.639472
100280 1.30744
100281 0.79971
100282 1.41991
100283 1.09806
100284 1.12322
100285 -0.55919
100286 0.648264
100287 0.5285
100288 0.452921
100289 1.48457
100290 1.00963
100291 0.583084
100292 1.11499
100293 0.883723
100294 0.90044
100295 1.04125
100296 0.861242
100297 0.960882
100298 -0.24751
100299 0.200203
100300 -0.462487
100301 -0.49324
100302 -0.234875
100303 -1.33274
100304 0.0825289
100305 -0.83524
100306 0.292606
100307 -0.164719
100308 1.54204
100309 -0.0623535
100310 1.2818
100311 1.32245
100312 1.49006
100313 1.40421
100314 1.90986
100315 1.6137
100316 1.86809
100317 1.75865
100318 2.6458
100319 2.30791
100320 1.83239
100321 2.66484
100322 1.2728
100323 1.9951
100324 1.22037
100325 1.34502
100326 0.347351
100327 0.184389
100328 0.928362
100329 0.729088
100330 0.127944
100331 -0.0700269
100332 -1.12832
100333 -0.841464
100334 -1.92718
100335 -0.215293
100336 -0.26125
100337 -0.847385
100338 -0.897487
100339 0.257555
100340 0.0730783
100341 1.04905
100342 0.714313
100343 1.04049
100344 2.11189
100345 1.28014
100346 0.913815
100347 0.752183
100348 0.477713
100349 -0.00420502
100350 0.335871
100351 0.522062
100352 0.321983
100353 0.362067
100354 0.34736
100355 -0.377341
100356 -0.242635
100357 -0.589039
100358 -0.636406
100359 -0.0879821
100360 -1.34531
100361 -0.339808
100362 1.43818
100363 0.0454921
100364 1.48792
100365 0.852861
100366 0.0693925
100367 0.621013
100368 0.81101
100369 1.62868
100370 1.58668
100371 0.764662
100372 1.08664
100373 0.746355
100374 1.25611
100375 0.813925
100376 1.00552
100377 0.690796
100378 0.275425
100379 0.00226139
100380 -0.178154
100381 -0.160392
100382 -0.0948642
100383 0.530099
100384 -0.785777
100385 -0.335985
100386 -0.0797725
100387 0.419896
100388 0.0117117
100389 -0.748234
100390 -0.0241765
100391 0.131701
100392 0.190209
100393 -0.366285
100394 -0.0637545
100395 0.459102
100396 0.219159
100397 -0.510685
100398 0.121521
100399 -0.527255
100400 0.587116
100401 -0.132805
100402 -0.660604
100403 -0.229028
100404 0.0744973
100405 -0.128021
100406 0.280478
100407 -0.263189
100408 -0.177975
100409 -0.181887
100410 0.567691
100411 0.390381
100412 1.21801
100413 0.251989
100414 0.766884
100415 0.327893
100416 0.0453613
100417 0.0152475
100418 -0.0479276
100419 -1.40817
100420 -0.121875
100421 -1.55738
100422 -1.28134
100423 -0.975066
100424 -0.619271
100425 -0.562227
100426 -0.470509
100427 -0.0669847
100428 -0.363994
100429 -0.498271
100430 -0.482283
100431 -0.205832
100432 -0.150099
100433 -0.463619
100434 0.293638
100435 0.356811
100436 0.055917
100437 0.0669666
100438 0.925722
100439 0.859885
100440 0.495967
100441 -0.402865
100442 1.81192
100443 1.29468
100444 0.0367395
100445 0.662824
100446 -0.664611
100447 -0.335818
100448 -0.0522195
100449 0.737762
100450 0.298313
100451 -1.24657
100452 -0.114954
100453 -0.995392
100454 -0.474132
100455 -0.75288
100456 -0.474381
100457 -1.58445
100458 -0.845915
100459 -1.79801
100460 -1.52604
100461 -1.03637
100462 -1.39802
100463 -1.34432
100464 -1.63668
100465 -0.804322
100466 0.255646
100467 -0.454508
100468 0.126072
100469 -0.822571
100470 -0.0856634
100471 0.0210073
100472 -0.405336
100473 -0.0347549
100474 -0.130816
100475 -1.55317
100476 -0.616593
100477 -0.563917
100478 -0.468596
100479 -0.0474135
100480 -0.494496
100481 -1.1285
100482 0.0814068
100483 -0.590941
100484 0.283441
100485 -0.526187
100486 -0.473554
100487 0.871592
100488 0.549529
100489 0.30391
100490 0.825947
100491 -0.199264
100492 0.550307
100493 0.136623
100494 0.792192
100495 1.35439
100496 0.100532
100497 0.267781
100498 0.030422
100499 -0.823161
100500 0.307618
100501 -0.201248
100502 -0.0379832
100503 0.591238
100504 0.962693
100505 1.21009
100506 -0.21684
100507 0.724174
100508 1.27599
100509 0.3363
100510 0.975496
100511 1.39738
100512 0.15695
100513 0.240958
100514 1.32463
100515 0.523479
100516 0.0692529
100517 0.98312
100518 0.940615
100519 1.09727
100520 0.00299379
100521 0.466037
100522 0.837439
100523 0.697891
100524 0.834186
100525 1.50109
100526 0.777313
100527 1.25838
100528 2.45113
100529 2.14596
100530 1.0037
100531 0.487792
100532 0.273061
100533 0.824292
100534 0.607049
100535 -0.401793
100536 -0.122075
100537 -0.020338
100538 0.185572
100539 0.217686
100540 0.544986
100541 0.096045
100542 -0.0143932
100543 -0.390755
100544 -0.0891448
100545 -1.15359
100546 -0.512723
100547 0.233025
100548 -0.825435
100549 -0.365426
100550 -0.689756
100551 -0.965136
100552 -0.639279
100553 -0.316924
100554 -1.41348
100555 -0.15886
100556 -1.15872
100557 -0.870651
100558 -0.860771
100559 -1.31347
100560 -1.40048
100561 -2.22909
100562 -1.04696
100563 -1.22753
100564 -1.70731
100565 -1.09106
100566 -0.836444
100567 -1.27563
100568 -0.796204
100569 -0.804519
100570 -1.25596
100571 -1.09544
100572 -0.569175
100573 -1.4247
100574 -1.67083
100575 -1.60843
100576 -1.00435
100577 -0.0528476
100578 -1.82167
100579 -1.11265
100580 -1.39377
100581 -1.62844
100582 -0.142298
100583 -0.126949
100584 0.469172
100585 -0.955285
100586 -0.244053
100587 -0.682396
100588 -0.757042
100589 -1.05388
100590 -0.770095
100591 0.024945
100592 0.0562208
